
[Name]
FLUENT PT for Anthracite

[Data]
X [ m ], Y [ m ], Z [ m ], Anthracite.Particle ID, Anthracite.Particle Time [ s ], Anthracite.Particle X Velocity [ m s^-1 ], Anthracite.Particle Y Velocity [ m s^-1 ], Pressure [ Pa ]
1.10754803e-01, 8.58081102e-01, 0.00000000e+00, 1.08000000e+02, 2.24599991e+01, -7.40854964e-02, 2.49633297e-01, -8.55757743e-02
1.09264404e-01, 8.63075018e-01, 0.00000000e+00, 1.08000000e+02, 2.24799995e+01, -7.50660822e-02, 2.49763593e-01, -8.77085179e-02
1.07749999e-01, 8.68072391e-01, 0.00000000e+00, 1.08000000e+02, 2.25000000e+01, -7.63761401e-02, 2.49980405e-01, -8.99570733e-02
1.06204301e-01, 8.73073578e-01, 0.00000000e+00, 1.08000000e+02, 2.25200005e+01, -7.82240182e-02, 2.50140309e-01, -9.23699588e-02
1.04613200e-01, 8.78084779e-01, 0.00000000e+00, 1.08000000e+02, 2.25400009e+01, -8.08603317e-02, 2.50509888e-01, -9.49577093e-02
1.02993801e-01, 8.83092582e-01, 0.00000000e+00, 1.08000000e+02, 2.25599995e+01, -8.10939968e-02, 2.50257313e-01, -9.77108330e-02
1.01359800e-01, 8.88098121e-01, 0.00000000e+00, 1.08000000e+02, 2.25799999e+01, -8.23055208e-02, 2.50295609e-01, -1.00641556e-01
9.97073203e-02, 8.93097401e-01, 0.00000000e+00, 1.08000000e+02, 2.26000004e+01, -8.28813463e-02, 2.49434993e-01, -1.03745937e-01
9.80493501e-02, 8.98082197e-01, 0.00000000e+00, 1.08000000e+02, 2.26200008e+01, -8.29158202e-02, 2.49054506e-01, -1.07067548e-01
9.63957384e-02, 9.03052092e-01, 0.00000000e+00, 1.08000000e+02, 2.26399994e+01, -8.23818594e-02, 2.47859702e-01, -1.10471003e-01
9.47463810e-02, 9.08004522e-01, 0.00000000e+00, 1.08000000e+02, 2.26599998e+01, -8.25538784e-02, 2.47382805e-01, -1.14117764e-01
9.31375474e-02, 9.12917078e-01, 0.00000000e+00, 1.08000000e+02, 2.26800003e+01, -7.87808821e-02, 2.44271204e-01, -1.17776081e-01
9.16006193e-02, 9.17768180e-01, 0.00000000e+00, 1.08000000e+02, 2.27000008e+01, -7.39837810e-02, 2.40364999e-01, -1.21548578e-01
9.01541933e-02, 9.22551811e-01, 0.00000000e+00, 1.08000000e+02, 2.27199993e+01, -7.00123832e-02, 2.37545401e-01, -1.25149205e-01
8.88474509e-02, 9.27241027e-01, 0.00000000e+00, 1.08000000e+02, 2.27399998e+01, -5.87894395e-02, 2.30108500e-01, -1.28704458e-01
8.77036005e-02, 9.31824028e-01, 0.00000000e+00, 1.08000000e+02, 2.27600002e+01, -5.27707115e-02, 2.26548895e-01, -1.31868377e-01
8.67567584e-02, 9.36279595e-01, 0.00000000e+00, 1.08000000e+02, 2.27800007e+01, -3.86870094e-02, 2.17478305e-01, -1.34471461e-01
8.61190334e-02, 9.40557897e-01, 0.00000000e+00, 1.08000000e+02, 2.27999992e+01, -2.07020193e-02, 2.08030000e-01, -1.36452973e-01
8.58383328e-02, 9.44637716e-01, 0.00000000e+00, 1.08000000e+02, 2.28199997e+01, -6.03191601e-03, 1.99132204e-01, -1.36734948e-01
8.59789476e-02, 9.48483407e-01, 0.00000000e+00, 1.08000000e+02, 2.28400002e+01, 2.00778600e-02, 1.86221406e-01, -1.36270136e-01
8.66200626e-02, 9.52099204e-01, 0.00000000e+00, 1.08000000e+02, 2.28600006e+01, 3.89527604e-02, 1.77648306e-01, -1.33783937e-01
8.78785476e-02, 9.55416203e-01, 0.00000000e+00, 1.08000000e+02, 2.28799992e+01, 8.32898766e-02, 1.56519204e-01, -1.29499748e-01
8.99369419e-02, 9.58393276e-01, 0.00000000e+00, 1.08000000e+02, 2.28999996e+01, 1.24504499e-01, 1.40422195e-01, -1.23609513e-01
9.27662477e-02, 9.61068988e-01, 0.00000000e+00, 1.08000000e+02, 2.29200001e+01, 1.54459998e-01, 1.28695101e-01, -1.16090968e-01
9.64497402e-02, 9.63426828e-01, 0.00000000e+00, 1.08000000e+02, 2.29400005e+01, 1.99596599e-01, 1.12242997e-01, -1.07332475e-01
1.01044200e-01, 9.65471387e-01, 0.00000000e+00, 1.08000000e+02, 2.29599991e+01, 2.63353586e-01, 9.34994817e-02, -9.74846184e-02
1.06425002e-01, 9.67314303e-01, 0.00000000e+00, 1.08000000e+02, 2.29799995e+01, 2.74244696e-01, 9.09123570e-02, -8.82603452e-02
1.12710498e-01, 9.68874872e-01, 0.00000000e+00, 1.08000000e+02, 2.30000000e+01, 3.51847410e-01, 6.93284795e-02, -7.87274241e-02
1.20100901e-01, 9.70166624e-01, 0.00000000e+00, 1.08000000e+02, 2.30200005e+01, 3.91792804e-01, 5.94265312e-02, -6.97050840e-02
1.28172398e-01, 9.71303701e-01, 0.00000000e+00, 1.08000000e+02, 2.30400009e+01, 4.10287410e-01, 5.55205606e-02, -6.14372939e-02
1.37110204e-01, 9.72262502e-01, 0.00000000e+00, 1.08000000e+02, 2.30599995e+01, 4.60196286e-01, 4.58869003e-02, -5.39130941e-02
1.46815494e-01, 9.73076582e-01, 0.00000000e+00, 1.08000000e+02, 2.30799999e+01, 5.00666082e-01, 3.87530886e-02, -4.72617112e-02
1.57344401e-01, 9.73753572e-01, 0.00000000e+00, 1.08000000e+02, 2.31000004e+01, 5.41133523e-01, 3.10763903e-02, -4.14702781e-02
1.68471500e-01, 9.74337816e-01, 0.00000000e+00, 1.08000000e+02, 2.31200008e+01, 5.70716918e-01, 2.66653001e-02, -3.65730934e-02
1.80161193e-01, 9.74844396e-01, 0.00000000e+00, 1.08000000e+02, 2.31399994e+01, 6.03020430e-01, 2.30906997e-02, -3.25133540e-02
1.92378804e-01, 9.75288391e-01, 0.00000000e+00, 1.08000000e+02, 2.31599998e+01, 6.29016101e-01, 2.05541998e-02, -2.92320997e-02
2.05039993e-01, 9.75684702e-01, 0.00000000e+00, 1.08000000e+02, 2.31800003e+01, 6.46651804e-01, 1.86061207e-02, -2.67814305e-02
2.18110994e-01, 9.76037323e-01, 0.00000000e+00, 1.08000000e+02, 2.32000008e+01, 6.68851018e-01, 1.56842191e-02, -2.49904841e-02
2.31593996e-01, 9.76345599e-01, 0.00000000e+00, 1.08000000e+02, 2.32199993e+01, 6.88126385e-01, 1.43462298e-02, -2.37973072e-02
2.45456502e-01, 9.76623416e-01, 0.00000000e+00, 1.08000000e+02, 2.32399998e+01, 7.02883601e-01, 1.32594202e-02, -2.32303329e-02
2.59628505e-01, 9.76874411e-01, 0.00000000e+00, 1.08000000e+02, 2.32600002e+01, 7.18979299e-01, 1.15239704e-02, -2.31941044e-02
2.74123192e-01, 9.77099717e-01, 0.00000000e+00, 1.08000000e+02, 2.32800007e+01, 7.34871805e-01, 1.07397102e-02, -2.36969329e-02
2.88888991e-01, 9.77306306e-01, 0.00000000e+00, 1.08000000e+02, 2.32999992e+01, 7.44147003e-01, 1.00780604e-02, -2.47246139e-02
3.03905398e-01, 9.77496803e-01, 0.00000000e+00, 1.08000000e+02, 2.33199997e+01, 7.61132300e-01, 8.93444102e-03, -2.61942483e-02
3.19182098e-01, 9.77669597e-01, 0.00000000e+00, 1.08000000e+02, 2.33400002e+01, 7.68893003e-01, 8.43768381e-03, -2.81056762e-02
3.34672302e-01, 9.77830172e-01, 0.00000000e+00, 1.08000000e+02, 2.33600006e+01, 7.83181310e-01, 7.55677000e-03, -3.03852167e-02
3.50386798e-01, 9.77976024e-01, 0.00000000e+00, 1.08000000e+02, 2.33799992e+01, 7.89733410e-01, 7.16577610e-03, -3.30095366e-02
3.66294086e-01, 9.78111923e-01, 0.00000000e+00, 1.08000000e+02, 2.33999996e+01, 8.01904976e-01, 6.45246683e-03, -3.59302536e-02
3.82403195e-01, 9.78235304e-01, 0.00000000e+00, 1.08000000e+02, 2.34200001e+01, 8.12865615e-01, 5.81638096e-03, -3.90899517e-02
3.98687810e-01, 9.78349626e-01, 0.00000000e+00, 1.08000000e+02, 2.34400005e+01, 8.17948699e-01, 5.52041596e-03, -4.24572304e-02
4.15112615e-01, 9.78455722e-01, 0.00000000e+00, 1.08000000e+02, 2.34599991e+01, 8.27364087e-01, 4.96222312e-03, -4.59518209e-02
4.31698501e-01, 9.78551686e-01, 0.00000000e+00, 1.08000000e+02, 2.34799995e+01, 8.35072219e-01, 4.39718692e-03, -4.95278612e-02
4.48429108e-01, 9.78639007e-01, 0.00000000e+00, 1.08000000e+02, 2.35000000e+01, 8.39719296e-01, 4.18597786e-03, -5.31126596e-02
4.65272695e-01, 9.78719115e-01, 0.00000000e+00, 1.08000000e+02, 2.35200005e+01, 8.46868277e-01, 3.69131495e-03, -5.66304959e-02
4.82239008e-01, 9.78790283e-01, 0.00000000e+00, 1.08000000e+02, 2.35400009e+01, 8.53161514e-01, 3.20511009e-03, -6.00136779e-02
4.99315590e-01, 9.78852987e-01, 0.00000000e+00, 1.08000000e+02, 2.35599995e+01, 8.55991602e-01, 2.96274992e-03, -6.31515756e-02
5.16475022e-01, 9.78908479e-01, 0.00000000e+00, 1.08000000e+02, 2.35799999e+01, 8.61028790e-01, 2.47420906e-03, -6.59626871e-02
5.33720315e-01, 9.78954911e-01, 0.00000000e+00, 1.08000000e+02, 2.36000004e+01, 8.65208924e-01, 1.97612005e-03, -6.83582872e-02
5.51036894e-01, 9.78992283e-01, 0.00000000e+00, 1.08000000e+02, 2.36200008e+01, 8.66970301e-01, 1.72145397e-03, -7.02228546e-02
5.68402886e-01, 9.79022086e-01, 0.00000000e+00, 1.08000000e+02, 2.36399994e+01, 8.69833708e-01, 1.19707698e-03, -7.14041740e-02
5.85814893e-01, 9.79041874e-01, 0.00000000e+00, 1.08000000e+02, 2.36599998e+01, 8.71769607e-01, 6.47320179e-04, -7.18237311e-02
6.03256524e-01, 9.79051590e-01, 0.00000000e+00, 1.08000000e+02, 2.36800003e+01, 8.72729182e-01, 6.82897080e-05, -7.13613257e-02
6.20711505e-01, 9.79050815e-01, 0.00000000e+00, 1.08000000e+02, 2.37000008e+01, 8.72823894e-01, -2.35796993e-04, -6.98704496e-02
6.38163984e-01, 9.79040384e-01, 0.00000000e+00, 1.08000000e+02, 2.37199993e+01, 8.72219324e-01, -8.75876111e-04, -6.71589077e-02
6.55596793e-01, 9.79017794e-01, 0.00000000e+00, 1.08000000e+02, 2.37399998e+01, 8.70470405e-01, -1.56549504e-03, -6.31571412e-02
6.72990680e-01, 9.78982508e-01, 0.00000000e+00, 1.08000000e+02, 2.37600002e+01, 8.67482781e-01, -2.31616199e-03, -5.77331483e-02
6.90325975e-01, 9.78933394e-01, 0.00000000e+00, 1.08000000e+02, 2.37800007e+01, 8.65486205e-01, -2.71917204e-03, -5.07103130e-02
7.07593083e-01, 9.78871524e-01, 0.00000000e+00, 1.08000000e+02, 2.37999992e+01, 8.60433996e-01, -3.59003106e-03, -4.18646485e-02
7.24756479e-01, 9.78793025e-01, 0.00000000e+00, 1.08000000e+02, 2.38199997e+01, 8.53801906e-01, -4.57003387e-03, -3.11646592e-02
7.41792798e-01, 9.78696704e-01, 0.00000000e+00, 1.08000000e+02, 2.38400002e+01, 8.45379412e-01, -5.69521077e-03, -1.84822157e-02
7.58671284e-01, 9.78579581e-01, 0.00000000e+00, 1.08000000e+02, 2.38600006e+01, 8.40401292e-01, -6.32922910e-03, -3.50622088e-03
7.75390625e-01, 9.78442192e-01, 0.00000000e+00, 1.08000000e+02, 2.38799992e+01, 8.28750312e-01, -7.78263109e-03, 1.38781313e-02
7.91880190e-01, 9.78276908e-01, 0.00000000e+00, 1.08000000e+02, 2.38999996e+01, 8.14356029e-01, -9.58615262e-03, 3.36952507e-02
8.08107913e-01, 9.78079081e-01, 0.00000000e+00, 1.08000000e+02, 2.39200001e+01, 8.05903375e-01, -1.06752301e-02, 5.64061329e-02
8.24071407e-01, 9.77846086e-01, 0.00000000e+00, 1.08000000e+02, 2.39400005e+01, 7.85971582e-01, -1.33892205e-02, 8.21842030e-02
8.39663088e-01, 9.77563202e-01, 0.00000000e+00, 1.08000000e+02, 2.39599991e+01, 7.62955487e-01, -1.62936300e-02, 1.11096777e-01
8.54776323e-01, 9.77208614e-01, 0.00000000e+00, 1.08000000e+02, 2.39799995e+01, 7.37727225e-01, -2.03482397e-02, 1.43880188e-01
8.69369686e-01, 9.76768196e-01, 0.00000000e+00, 1.08000000e+02, 2.40000000e+01, 7.09703088e-01, -2.57537104e-02, 1.80317536e-01
8.83319378e-01, 9.76199090e-01, 0.00000000e+00, 1.08000000e+02, 2.40200005e+01, 6.71476781e-01, -3.37258205e-02, 2.21612662e-01
8.96492183e-01, 9.75462794e-01, 0.00000000e+00, 1.08000000e+02, 2.40400009e+01, 6.27961516e-01, -4.33460288e-02, 2.67601520e-01
9.08690512e-01, 9.74475801e-01, 0.00000000e+00, 1.08000000e+02, 2.40599995e+01, 5.72525084e-01, -6.13514595e-02, 3.18125993e-01
9.19655025e-01, 9.73099887e-01, 0.00000000e+00, 1.08000000e+02, 2.40799999e+01, 5.08308709e-01, -8.35661367e-02, 3.72603476e-01
9.29138303e-01, 9.71180201e-01, 0.00000000e+00, 1.08000000e+02, 2.41000004e+01, 4.24943596e-01, -1.16004303e-01, 4.29680079e-01
9.36851501e-01, 9.68495011e-01, 0.00000000e+00, 1.08000000e+02, 2.41200008e+01, 3.33445907e-01, -1.59283996e-01, 4.82626289e-01
9.42751229e-01, 9.64861989e-01, 0.00000000e+00, 1.08000000e+02, 2.41399994e+01, 2.40757897e-01, -2.13235393e-01, 5.22904158e-01
9.46739376e-01, 9.60054576e-01, 0.00000000e+00, 1.08000000e+02, 2.41599998e+01, 1.49470702e-01, -2.78962791e-01, 5.45304596e-01
9.49161410e-01, 9.54007328e-01, 0.00000000e+00, 1.08000000e+02, 2.41800003e+01, 8.21166113e-02, -3.38867188e-01, 5.39098501e-01
9.50387716e-01, 9.46805596e-01, 0.00000000e+00, 1.08000000e+02, 2.42000008e+01, 3.63040492e-02, -3.87279898e-01, 5.13949513e-01
9.50752079e-01, 9.38613772e-01, 0.00000000e+00, 1.08000000e+02, 2.42199993e+01, -2.90076109e-03, -4.37487692e-01, 4.74133492e-01
9.50552821e-01, 9.29652274e-01, 0.00000000e+00, 1.08000000e+02, 2.42399998e+01, -2.30065398e-02, -4.67911214e-01, 4.28066701e-01
9.50001597e-01, 9.20133471e-01, 0.00000000e+00, 1.08000000e+02, 2.42600002e+01, -3.65786292e-02, -4.91744995e-01, 3.81812721e-01
9.49241817e-01, 9.10245717e-01, 0.00000000e+00, 1.08000000e+02, 2.42800007e+01, -4.38927487e-02, -5.05400777e-01, 3.39062810e-01
9.48343873e-01, 9.00102794e-01, 0.00000000e+00, 1.08000000e+02, 2.42999992e+01, -4.85201515e-02, -5.13131380e-01, 3.00270706e-01
9.47368622e-01, 8.89831722e-01, 0.00000000e+00, 1.08000000e+02, 2.43199997e+01, -5.14325015e-02, -5.17028272e-01, 2.65619725e-01
9.46333826e-01, 8.79480779e-01, 0.00000000e+00, 1.08000000e+02, 2.43400002e+01, -5.35516515e-02, -5.18332303e-01, 2.34197959e-01
9.45254683e-01, 8.69103789e-01, 0.00000000e+00, 1.08000000e+02, 2.43600006e+01, -5.53091615e-02, -5.17543912e-01, 2.06279740e-01
9.44139302e-01, 8.58744919e-01, 0.00000000e+00, 1.08000000e+02, 2.43799992e+01, -5.68723008e-02, -5.15510499e-01, 1.81825638e-01
9.42992389e-01, 8.48429084e-01, 0.00000000e+00, 1.08000000e+02, 2.43999996e+01, -5.83754703e-02, -5.12468278e-01, 1.59762055e-01
9.41816211e-01, 8.38179290e-01, 0.00000000e+00, 1.08000000e+02, 2.44200001e+01, -5.98665588e-02, -5.08553028e-01, 1.40561253e-01
9.40610886e-01, 8.28016102e-01, 0.00000000e+00, 1.08000000e+02, 2.44400005e+01, -6.13498800e-02, -5.04145324e-01, 1.23520263e-01
9.39375401e-01, 8.17961216e-01, 0.00000000e+00, 1.08000000e+02, 2.44599991e+01, -6.27343506e-02, -4.98758405e-01, 1.08307928e-01
9.38114285e-01, 8.08016777e-01, 0.00000000e+00, 1.08000000e+02, 2.44799995e+01, -6.39445484e-02, -4.91562605e-01, 9.47858989e-02
9.36827302e-01, 7.98209071e-01, 0.00000000e+00, 1.08000000e+02, 2.45000000e+01, -6.52427673e-02, -4.84194398e-01, 8.28724205e-02
9.35513914e-01, 7.88543105e-01, 0.00000000e+00, 1.08000000e+02, 2.45200005e+01, -6.66429624e-02, -4.76762503e-01, 7.23261833e-02
9.34173822e-01, 7.79024482e-01, 0.00000000e+00, 1.08000000e+02, 2.45400009e+01, -6.80979863e-02, -4.69235092e-01, 6.30115047e-02
9.32806373e-01, 7.69652486e-01, 0.00000000e+00, 1.08000000e+02, 2.45599995e+01, -6.96120784e-02, -4.61701989e-01, 5.47715500e-02
9.31411028e-01, 7.60425508e-01, 0.00000000e+00, 1.08000000e+02, 2.45799999e+01, -7.11330995e-02, -4.54109997e-01, 4.74881567e-02
9.29987311e-01, 7.51345277e-01, 0.00000000e+00, 1.08000000e+02, 2.46000004e+01, -7.25981891e-02, -4.46898609e-01, 4.10804115e-02
9.28534687e-01, 7.42411315e-01, 0.00000000e+00, 1.08000000e+02, 2.46200008e+01, -7.26669431e-02, -4.46492314e-01, 3.53273973e-02
9.27063584e-01, 7.33591795e-01, 0.00000000e+00, 1.08000000e+02, 2.46399994e+01, -7.40656182e-02, -4.37436610e-01, 3.02387439e-02
9.25563276e-01, 7.24946976e-01, 0.00000000e+00, 1.08000000e+02, 2.46599998e+01, -7.55175427e-02, -4.28543001e-01, 2.57640202e-02
9.24036622e-01, 7.16454327e-01, 0.00000000e+00, 1.08000000e+02, 2.46800003e+01, -7.69912675e-02, -4.19790894e-01, 2.18263082e-02
9.22485411e-01, 7.08107412e-01, 0.00000000e+00, 1.08000000e+02, 2.47000008e+01, -7.84952864e-02, -4.11236703e-01, 1.83588751e-02
9.20909226e-01, 6.99910283e-01, 0.00000000e+00, 1.08000000e+02, 2.47199993e+01, -7.99731910e-02, -4.02799308e-01, 1.53147876e-02
9.19304907e-01, 6.91879511e-01, 0.00000000e+00, 1.08000000e+02, 2.47399998e+01, -8.08289498e-02, -3.97966892e-01, 1.26258740e-02
9.17682171e-01, 6.83959424e-01, 0.00000000e+00, 1.08000000e+02, 2.47600002e+01, -8.14369321e-02, -3.94070596e-01, 1.02430005e-02
9.16034222e-01, 6.76197112e-01, 0.00000000e+00, 1.08000000e+02, 2.47800007e+01, -8.28332379e-02, -3.84761989e-01, 8.15949216e-03
9.14363801e-01, 6.68572187e-01, 0.00000000e+00, 1.08000000e+02, 2.47999992e+01, -8.42701197e-02, -3.75778407e-01, 6.33521099e-03
9.12673891e-01, 6.61076009e-01, 0.00000000e+00, 1.08000000e+02, 2.48199997e+01, -8.56709108e-02, -3.67008388e-01, 4.74333856e-03
9.10960197e-01, 6.53737307e-01, 0.00000000e+00, 1.08000000e+02, 2.48400002e+01, -8.57079923e-02, -3.66855592e-01, 3.41812917e-03
9.09226418e-01, 6.46517515e-01, 0.00000000e+00, 1.08000000e+02, 2.48600006e+01, -8.72918591e-02, -3.57172191e-01, 2.22908426e-03
9.07473207e-01, 6.39423609e-01, 0.00000000e+00, 1.08000000e+02, 2.48799992e+01, -8.84130821e-02, -3.49381387e-01, 1.14982121e-03
9.05702114e-01, 6.32449687e-01, 0.00000000e+00, 1.08000000e+02, 2.48999996e+01, -8.86989832e-02, -3.48005712e-01, 2.34693027e-04
9.03914988e-01, 6.25582695e-01, 0.00000000e+00, 1.08000000e+02, 2.49200001e+01, -8.97600725e-02, -3.40402097e-01, -5.20423637e-04
9.02105212e-01, 6.18864775e-01, 0.00000000e+00, 1.08000000e+02, 2.49400005e+01, -9.10536796e-02, -3.31682503e-01, -1.16296648e-03
9.00280595e-01, 6.12249374e-01, 0.00000000e+00, 1.08000000e+02, 2.49599991e+01, -9.14012715e-02, -3.29855591e-01, -1.69794727e-03
8.98441315e-01, 6.05730414e-01, 0.00000000e+00, 1.08000000e+02, 2.49799995e+01, -9.23776329e-02, -3.23120087e-01, -2.17868201e-03
8.96580279e-01, 5.99363804e-01, 0.00000000e+00, 1.08000000e+02, 2.50000000e+01, -9.35769379e-02, -3.14280093e-01, -2.59063765e-03
8.94706011e-01, 5.93093991e-01, 0.00000000e+00, 1.08000000e+02, 2.50200005e+01, -9.38592926e-02, -3.12707007e-01, -2.91688135e-03
8.92816305e-01, 5.86929381e-01, 0.00000000e+00, 1.08000000e+02, 2.50400009e+01, -9.48331580e-02, -3.05640996e-01, -3.16276122e-03
8.90909672e-01, 5.80882192e-01, 0.00000000e+00, 1.08000000e+02, 2.50599995e+01, -9.60255265e-02, -2.97301501e-01, -3.35456780e-03
8.88986409e-01, 5.74953496e-01, 0.00000000e+00, 1.08000000e+02, 2.50799999e+01, -9.64564309e-02, -2.94457704e-01, -3.50921392e-03
8.87050986e-01, 5.69108725e-01, 0.00000000e+00, 1.08000000e+02, 2.51000004e+01, -9.72375423e-02, -2.88798898e-01, -3.64625407e-03
8.85103285e-01, 5.63351393e-01, 0.00000000e+00, 1.08000000e+02, 2.51200008e+01, -9.75259915e-02, -2.86929309e-01, -3.73341842e-03
8.83141875e-01, 5.57696581e-01, 0.00000000e+00, 1.08000000e+02, 2.51399994e+01, -9.83817577e-02, -2.80310899e-01, -3.77371581e-03
8.81166875e-01, 5.52137911e-01, 0.00000000e+00, 1.08000000e+02, 2.51599998e+01, -9.92802531e-02, -2.74060100e-01, -3.78082832e-03
8.79177511e-01, 5.46683729e-01, 0.00000000e+00, 1.08000000e+02, 2.51800003e+01, -9.98436511e-02, -2.70049214e-01, -3.76907527e-03
8.77177596e-01, 5.41305125e-01, 0.00000000e+00, 1.08000000e+02, 2.52000008e+01, -1.00635700e-01, -2.63912708e-01, -3.76069313e-03
8.75164270e-01, 5.36030293e-01, 0.00000000e+00, 1.08000000e+02, 2.52199993e+01, -1.00690499e-01, -2.63566405e-01, -3.71854380e-03
8.73139799e-01, 5.30831695e-01, 0.00000000e+00, 1.08000000e+02, 2.52399998e+01, -1.01761103e-01, -2.55805910e-01, -3.65293538e-03
8.71103525e-01, 5.25722206e-01, 0.00000000e+00, 1.08000000e+02, 2.52600002e+01, -1.01870902e-01, -2.55142391e-01, -3.56267532e-03
8.69056404e-01, 5.20691872e-01, 0.00000000e+00, 1.08000000e+02, 2.52800007e+01, -1.02820501e-01, -2.47971207e-01, -3.47355800e-03
8.66998672e-01, 5.15741289e-01, 0.00000000e+00, 1.08000000e+02, 2.52999992e+01, -1.02945901e-01, -2.47094393e-01, -3.38823209e-03
8.64929974e-01, 5.10869324e-01, 0.00000000e+00, 1.08000000e+02, 2.53199997e+01, -1.03904396e-01, -2.39895299e-01, -3.28439521e-03
8.62850785e-01, 5.06078422e-01, 0.00000000e+00, 1.08000000e+02, 2.53400002e+01, -1.04012601e-01, -2.39193097e-01, -3.16523970e-03
8.60762119e-01, 5.01358628e-01, 0.00000000e+00, 1.08000000e+02, 2.53600006e+01, -1.04921900e-01, -2.32219696e-01, -3.03042820e-03
8.58661711e-01, 4.96726602e-01, 0.00000000e+00, 1.08000000e+02, 2.53799992e+01, -1.05173998e-01, -2.30543002e-01, -2.91097374e-03
8.56553972e-01, 4.92146194e-01, 0.00000000e+00, 1.08000000e+02, 2.53999996e+01, -1.05904102e-01, -2.25043207e-01, -2.78842030e-03
8.54435205e-01, 4.87651706e-01, 0.00000000e+00, 1.08000000e+02, 2.54200001e+01, -1.05980098e-01, -2.24406093e-01, -2.65977718e-03
8.52308095e-01, 4.83215213e-01, 0.00000000e+00, 1.08000000e+02, 2.54400005e+01, -1.06682099e-01, -2.19236404e-01, -2.51720846e-03
8.50171626e-01, 4.78852212e-01, 0.00000000e+00, 1.08000000e+02, 2.54599991e+01, -1.07005402e-01, -2.16801599e-01, -2.36906740e-03
8.48027825e-01, 4.74541813e-01, 0.00000000e+00, 1.08000000e+02, 2.54799995e+01, -1.07370600e-01, -2.14265898e-01, -2.24123267e-03
8.45873713e-01, 4.70307201e-01, 0.00000000e+00, 1.08000000e+02, 2.55000000e+01, -1.08015902e-01, -2.09173694e-01, -2.10804958e-03
8.43711615e-01, 4.66135710e-01, 0.00000000e+00, 1.08000000e+02, 2.55200005e+01, -1.08189099e-01, -2.07977295e-01, -1.96981453e-03
8.41541111e-01, 4.62026894e-01, 0.00000000e+00, 1.08000000e+02, 2.55400009e+01, -1.09001301e-01, -2.01743007e-01, -1.82038848e-03
8.39359999e-01, 4.57998306e-01, 0.00000000e+00, 1.08000000e+02, 2.55599995e+01, -1.09317698e-01, -1.99694693e-01, -1.68265088e-03
8.37172389e-01, 4.54012990e-01, 0.00000000e+00, 1.08000000e+02, 2.55799999e+01, -1.09440997e-01, -1.98831305e-01, -1.55395968e-03
8.34977210e-01, 4.50084209e-01, 0.00000000e+00, 1.08000000e+02, 2.56000004e+01, -1.10029198e-01, -1.94299802e-01, -1.42137753e-03
8.32774520e-01, 4.46211994e-01, 0.00000000e+00, 1.08000000e+02, 2.56200008e+01, -1.10235602e-01, -1.92917094e-01, -1.28569570e-03
8.30563784e-01, 4.42399204e-01, 0.00000000e+00, 1.08000000e+02, 2.56399994e+01, -1.10832296e-01, -1.88353598e-01, -1.14072463e-03
8.28344703e-01, 4.38648492e-01, 0.00000000e+00, 1.08000000e+02, 2.56599998e+01, -1.11094303e-01, -1.86579794e-01, -1.01972441e-03
8.26119184e-01, 4.34942186e-01, 0.00000000e+00, 1.08000000e+02, 2.56800003e+01, -1.11721702e-01, -1.82194695e-01, -8.96443962e-04
8.23883712e-01, 4.31306809e-01, 0.00000000e+00, 1.08000000e+02, 2.57000008e+01, -1.12035602e-01, -1.79712206e-01, -7.68586528e-04
8.21641982e-01, 4.27718312e-01, 0.00000000e+00, 1.08000000e+02, 2.57199993e+01, -1.12132400e-01, -1.79133907e-01, -6.43468113e-04
8.19393873e-01, 4.24173206e-01, 0.00000000e+00, 1.08000000e+02, 2.57399998e+01, -1.12756401e-01, -1.74733698e-01, -5.16363652e-04
8.17137003e-01, 4.20692086e-01, 0.00000000e+00, 1.08000000e+02, 2.57600002e+01, -1.13034599e-01, -1.72557801e-01, -4.05088911e-04
8.14874709e-01, 4.17251587e-01, 0.00000000e+00, 1.08000000e+02, 2.57800007e+01, -1.13197297e-01, -1.71495706e-01, -2.93920020e-04
8.12605381e-01, 4.13856298e-01, 0.00000000e+00, 1.08000000e+02, 2.57999992e+01, -1.13810197e-01, -1.67273596e-01, -1.75253750e-04
8.10327291e-01, 4.10523593e-01, 0.00000000e+00, 1.08000000e+02, 2.58199997e+01, -1.14085600e-01, -1.65421396e-01, -5.79214502e-05
8.08043182e-01, 4.07229692e-01, 0.00000000e+00, 1.08000000e+02, 2.58400002e+01, -1.14328697e-01, -1.63921401e-01, 4.19840799e-05
8.05752993e-01, 4.03976798e-01, 0.00000000e+00, 1.08000000e+02, 2.58600006e+01, -1.14894301e-01, -1.59814104e-01, 1.46121733e-04
8.03453922e-01, 4.00789708e-01, 0.00000000e+00, 1.08000000e+02, 2.58799992e+01, -1.15099303e-01, -1.58242702e-01, 2.48873897e-04
8.01150084e-01, 3.97634894e-01, 0.00000000e+00, 1.08000000e+02, 2.58999996e+01, -1.15283199e-01, -1.57232597e-01, 3.50648246e-04
7.98839629e-01, 3.94521207e-01, 0.00000000e+00, 1.08000000e+02, 2.59200001e+01, -1.15798302e-01, -1.53944001e-01, 4.49327403e-04
7.96521306e-01, 3.91458094e-01, 0.00000000e+00, 1.08000000e+02, 2.59400005e+01, -1.16181202e-01, -1.51173100e-01, 5.40734385e-04
